customerID,gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,OnlineBackup,DeviceProtection,TechSupport,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn,ChurnFlag,CustomerStatus,TenureBand,RiskScore,RiskSegment,EstMonthlyValue,RevenueAtRisk
8450-LUGUK,Female,0,Yes,37,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),861.85,No,0,Retained,25-48 months,1,Low Risk,23.293243243243243,0.0
3604-WLABM,Female,0,No,10,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,583.0,No,0,Retained,0-12 months (New),8,High Risk,58.3,0.0
0795-GMVQO,Male,0,No,67,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),7332.4,No,0,Retained,49+ months (Loyal),4,Medium Risk,109.43880597014925,0.0
2259-OUUSZ,Male,0,No,7,No,No phone service,No,Yes,Yes,No,One year,Yes,Credit card (automatic),249.55,No,0,Retained,0-12 months (New),5,Medium Risk,35.65,0.0
1142-IHLOO,Female,0,No,51,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),4475.9,No,0,Retained,49+ months (Loyal),4,Medium Risk,87.7627450980392,0.0
6410-LEFEN,Female,0,No,9,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,416.45,Yes,1,Churned,0-12 months (New),10,High Risk,46.27222222222222,46.27222222222222
4633-MKHYU,Female,0,No,9,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,788.6,No,0,Retained,0-12 months (New),9,High Risk,87.62222222222222,0.0
6257-RJOHI,Male,0,No,4,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,202.3,No,0,Retained,0-12 months (New),7,High Risk,50.575,0.0
1545-JFUML,Male,0,No,71,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,6994.6,No,0,Retained,49+ months (Loyal),6,Medium Risk,98.51549295774649,0.0
3194-ORPIK,Female,0,Yes,50,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4116.15,Yes,1,Churned,49+ months (Loyal),6,Medium Risk,82.323,82.323
7826-VVKWT,Female,1,Yes,24,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,2263.45,No,0,Retained,13-24 months,6,Medium Risk,94.31041666666665,0.0
1353-GHZOS,Male,0,No,22,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),1374.35,No,0,Retained,13-24 months,6,Medium Risk,62.470454545454544,0.0
2587-EKXTS,Male,0,No,44,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,4915.15,No,0,Retained,25-48 months,9,High Risk,111.70795454545454,0.0
5442-BXVND,Female,0,Yes,33,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),838.5,No,0,Retained,25-48 months,3,Low Risk,25.40909090909091,0.0
8816-VXNZD,Female,0,No,1,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,Yes,1,Churned,0-12 months (New),11,High Risk,75.1,75.1
9378-FXTIZ,Female,0,No,54,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),3715.65,Yes,1,Churned,49+ months (Loyal),5,Medium Risk,68.80833333333334,68.80833333333334
1723-HKXJQ,Male,0,No,42,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,4273.45,Yes,1,Churned,25-48 months,9,High Risk,101.74880952380951,101.74880952380951
7825-GKXMW,Female,0,No,1,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,45.8,Yes,1,Churned,0-12 months (New),10,High Risk,45.8,45.8
9753-OYLBX,Female,0,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,No,0,Retained,0-12 months (New),6,Medium Risk,20.5,0.0
2364-UFROM,Male,0,No,30,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,2044.75,No,0,Retained,25-48 months,4,Medium Risk,68.15833333333333,0.0
6656-JWRQX,Female,0,No,1,No,No phone service,No,No,Yes,No,Month-to-month,No,Mailed check,30.55,No,0,Retained,0-12 months (New),6,Medium Risk,30.55,0.0
6473-ULUHT,Male,0,Yes,16,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,1398.25,No,0,Retained,13-24 months,6,Medium Risk,87.390625,0.0
1240-KNSEZ,Male,0,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,Yes,1,Churned,0-12 months (New),7,High Risk,20.1,20.1
0836-SEYLU,Male,0,No,9,No,No phone service,No,No,Yes,No,Month-to-month,No,Mailed check,328.95,Yes,1,Churned,0-12 months (New),6,Medium Risk,36.55,36.55
4433-JCGCG,Male,1,No,46,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,4680.05,Yes,1,Churned,25-48 months,9,High Risk,101.74021739130436,101.74021739130436
3716-BDVDB,Male,0,No,1,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,Yes,1,Churned,0-12 months (New),11,High Risk,69.1,69.1
7688-AWMDX,Male,0,No,71,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),3778.2,No,0,Retained,49+ months (Loyal),1,Low Risk,53.21408450704225,0.0
2842-BCQGE,Male,0,No,43,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),3161.4,No,0,Retained,25-48 months,7,High Risk,73.52093023255814,0.0
7244-QWYHG,Male,0,No,50,No,No phone service,No,No,Yes,No,One year,Yes,Bank transfer (automatic),2188.45,No,0,Retained,49+ months (Loyal),3,Low Risk,43.769,0.0
5899-MQZZL,Female,0,No,13,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,999.45,Yes,1,Churned,13-24 months,8,High Risk,76.88076923076923,76.88076923076923
6849-OYAMU,Male,0,Yes,19,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),1888.65,Yes,1,Churned,13-24 months,2,Low Risk,99.40263157894738,99.40263157894738
5312-UXESG,Female,0,No,41,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),3990.6,No,0,Retained,25-48 months,6,Medium Risk,97.33170731707317,0.0
9488-HGMJH,Female,1,No,1,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.15,Yes,1,Churned,0-12 months (New),11,High Risk,71.15,71.15
6038-GCYEC,Female,0,No,24,No,No phone service,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),1240.25,Yes,1,Churned,13-24 months,8,High Risk,51.677083333333336,51.677083333333336
2150-WLKUW,Female,0,No,40,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),2635.0,No,0,Retained,25-48 months,4,Medium Risk,65.875,0.0
7159-FVYPK,Female,0,Yes,3,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),235.0,No,0,Retained,0-12 months (New),8,High Risk,78.33333333333333,0.0
7032-LMBHI,Female,0,No,37,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),2347.85,No,0,Retained,25-48 months,4,Medium Risk,63.4554054054054,0.0
1150-WFARN,Female,0,Yes,67,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),7156.2,Yes,1,Churned,49+ months (Loyal),1,Low Risk,106.80895522388059,106.80895522388059
6088-BXMRG,Female,0,Yes,32,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,3089.6,No,0,Retained,25-48 months,8,High Risk,96.55,0.0
3144-AUDBS,Female,0,No,6,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,270.8,Yes,1,Churned,0-12 months (New),9,High Risk,45.13333333333333,45.13333333333333
4821-SJHJV,Female,0,Yes,32,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,2901.8,No,0,Retained,25-48 months,7,High Risk,90.68125,0.0
7346-MEDWM,Female,0,No,59,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,4949.1,No,0,Retained,49+ months (Loyal),9,High Risk,83.88305084745764,0.0
1137-DGOWI,Female,0,No,30,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),2198.9,No,0,Retained,25-48 months,2,Low Risk,73.29666666666667,0.0
5616-PRTNT,Male,0,Yes,20,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,374.5,Yes,1,Churned,13-24 months,7,High Risk,18.725,18.725
3812-LRZIR,Female,0,Yes,27,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,761.95,No,0,Retained,25-48 months,2,Low Risk,28.22037037037037,0.0
4818-QIUFN,Female,1,No,20,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1520.9,Yes,1,Churned,13-24 months,10,High Risk,76.045,76.045
9483-GCPWE,Male,0,Yes,9,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,190.25,No,0,Retained,0-12 months (New),3,Low Risk,21.13888888888889,0.0
4227-OJHAL,Female,0,Yes,68,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),5163.0,No,0,Retained,49+ months (Loyal),4,Medium Risk,75.92647058823529,0.0
9220-CXRSC,Female,0,Yes,69,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),4059.85,No,0,Retained,49+ months (Loyal),0,Low Risk,58.83840579710145,0.0
4993-JCRGJ,Male,0,No,26,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,2281.6,No,0,Retained,25-48 months,5,Medium Risk,87.75384615384615,0.0
9537-JALFH,Male,0,Yes,69,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1356.7,No,0,Retained,49+ months (Loyal),0,Low Risk,19.66231884057971,0.0
6698-OXETB,Male,0,No,11,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,231.45,No,0,Retained,0-12 months (New),3,Low Risk,21.04090909090909,0.0
2103-ZRXFN,Male,0,No,1,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.75,No,0,Retained,0-12 months (New),8,High Risk,50.75,0.0
3724-BSCVH,Male,0,Yes,10,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,242.4,No,0,Retained,0-12 months (New),3,Low Risk,24.240000000000002,0.0
4877-TSOFF,Female,0,Yes,55,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),4264.25,No,0,Retained,49+ months (Loyal),2,Low Risk,77.53181818181818,0.0
9209-NWPGU,Male,0,No,44,Yes,No,No,No,Yes,No,One year,No,Electronic check,2774.55,No,0,Retained,25-48 months,4,Medium Risk,63.05795454545455,0.0
6961-VCPMC,Male,1,No,46,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,3605.2,Yes,1,Churned,25-48 months,9,High Risk,78.37391304347825,78.37391304347825
7306-YDSOI,Male,0,Yes,69,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),4069.9,No,0,Retained,49+ months (Loyal),3,Low Risk,58.984057971014494,0.0
5288-AHOUP,Male,1,No,11,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,874.2,No,0,Retained,0-12 months (New),11,High Risk,79.47272727272728,0.0
6688-UZPWD,Female,0,No,11,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1145.35,Yes,1,Churned,0-12 months (New),11,High Risk,104.12272727272726,104.12272727272726
0655-YDGFJ,Male,0,No,29,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),1323.7,No,0,Retained,25-48 months,6,Medium Risk,45.6448275862069,0.0
8468-EHYJA,Female,0,No,57,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,5497.05,No,0,Retained,49+ months (Loyal),9,High Risk,96.43947368421053,0.0
6823-SIDFQ,Male,0,No,28,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),534.7,No,0,Retained,25-48 months,2,Low Risk,19.09642857142857,0.0
1097-FSPVW,Female,0,No,42,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),2455.05,No,0,Retained,25-48 months,6,Medium Risk,58.453571428571436,0.0
2839-RFSQE,Female,0,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,38.7,Yes,1,Churned,0-12 months (New),6,Medium Risk,19.35,19.35
8328-SKJNO,Male,0,Yes,23,No,No phone service,Yes,No,Yes,No,One year,No,Bank transfer (automatic),947.4,No,0,Retained,13-24 months,2,Low Risk,41.19130434782608,0.0
7010-ZMVBF,Female,0,Yes,18,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,357.0,No,0,Retained,13-24 months,4,Medium Risk,19.833333333333332,0.0
5201-CBWYG,Male,0,Yes,62,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),1476.25,No,0,Retained,49+ months (Loyal),1,Low Risk,23.81048387096774,0.0
0968-GSIKN,Female,0,No,1,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.8,Yes,1,Churned,0-12 months (New),9,High Risk,70.8,70.8
1965-DDBWU,Male,0,No,16,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1448.6,Yes,1,Churned,13-24 months,6,Medium Risk,90.5375,90.5375
9057-SIHCH,Female,0,No,3,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,291.9,Yes,1,Churned,0-12 months (New),11,High Risk,97.3,97.3
6352-GIGGQ,Male,0,No,67,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),5903.15,No,0,Retained,49+ months (Loyal),3,Low Risk,88.10671641791045,0.0
3635-QQRQD,Male,0,No,62,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1201.65,No,0,Retained,49+ months (Loyal),2,Low Risk,19.381451612903227,0.0
6771-XWBDM,Female,0,No,57,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),5921.35,Yes,1,Churned,49+ months (Loyal),7,High Risk,103.88333333333334,103.88333333333334
2897-DOVND,Male,0,No,2,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,146.65,No,0,Retained,0-12 months (New),11,High Risk,73.325,0.0
3082-YVEKW,Female,0,Yes,23,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),1759.4,No,0,Retained,13-24 months,2,Low Risk,76.49565217391304,0.0
0191-EQUUH,Female,0,Yes,25,No,No phone service,No,No,Yes,No,Two year,No,Bank transfer (automatic),844.45,No,0,Retained,25-48 months,0,Low Risk,33.778,0.0
7134-HBPBS,Female,1,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7774.05,No,0,Retained,49+ months (Loyal),2,Low Risk,107.97291666666666,0.0
3489-HHPFY,Female,0,No,2,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,134.05,No,0,Retained,0-12 months (New),11,High Risk,67.025,0.0
2926-JEJJC,Female,0,No,8,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),140.95,No,0,Retained,0-12 months (New),5,Medium Risk,17.61875,0.0
8601-QACRS,Female,0,No,5,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,249.95,Yes,1,Churned,0-12 months (New),9,High Risk,49.989999999999995,49.989999999999995
4950-BDEUX,Male,0,No,35,No,No phone service,No,Yes,No,Yes,Month-to-month,No,Electronic check,1701.65,No,0,Retained,25-48 months,8,High Risk,48.61857142857143,0.0
5789-LDFXO,Male,0,No,24,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,592.65,No,0,Retained,13-24 months,5,Medium Risk,24.693749999999998,0.0
0508-OOLTO,Female,0,Yes,2,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,135.75,No,0,Retained,0-12 months (New),10,High Risk,67.875,0.0
2984-TBYKU,Male,0,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),7732.65,No,0,Retained,49+ months (Loyal),1,Low Risk,107.39791666666666,0.0
9822-WMWVG,Female,0,No,41,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,4282.4,No,0,Retained,25-48 months,7,High Risk,104.44878048780487,0.0
2391-SOORI,Male,0,Yes,4,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,219.65,Yes,1,Churned,0-12 months (New),9,High Risk,54.9125,54.9125
9040-KZVWO,Male,0,No,26,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),2018.1,No,0,Retained,25-48 months,4,Medium Risk,77.61923076923077,0.0
2645-QTLMB,Male,0,No,7,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,669.0,Yes,1,Churned,0-12 months (New),11,High Risk,95.57142857142857,95.57142857142857
4806-HIPDW,Female,0,No,1,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,Yes,1,Churned,0-12 months (New),11,High Risk,68.95,68.95
1548-ARAGG,Female,0,Yes,4,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,224.85,No,0,Retained,0-12 months (New),6,Medium Risk,56.2125,0.0
6339-RZCBJ,Male,0,No,48,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),3771.5,No,0,Retained,25-48 months,1,Low Risk,78.57291666666667,0.0
4424-TKOPW,Male,1,No,2,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,196.75,Yes,1,Churned,0-12 months (New),11,High Risk,98.375,98.375
4415-WNGVR,Female,1,No,12,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,943.85,No,0,Retained,0-12 months (New),7,High Risk,78.65416666666667,0.0
2522-AHJXR,Male,0,No,60,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),6572.85,No,0,Retained,49+ months (Loyal),5,Medium Risk,109.5475,0.0
0412-UCCNP,Male,0,No,55,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,3175.85,No,0,Retained,49+ months (Loyal),4,Medium Risk,57.74272727272727,0.0
1816-FLZDK,Male,0,No,1,No,No phone service,No,No,Yes,No,Month-to-month,No,Mailed check,29.15,No,0,Retained,0-12 months (New),6,Medium Risk,29.15,0.0
7096-UCLNH,Male,0,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,No,0,Retained,0-12 months (New),6,Medium Risk,20.05,0.0
8443-ZRDBZ,Male,0,No,4,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,318.9,Yes,1,Churned,0-12 months (New),11,High Risk,79.725,79.725
9136-ALYBR,Male,0,No,1,No,No phone service,No,No,No,No,Month-to-month,Yes,Mailed check,24.45,Yes,1,Churned,0-12 months (New),9,High Risk,24.45,24.45
4615-PIVVU,Female,0,No,42,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),2762.75,No,0,Retained,25-48 months,1,Low Risk,65.7797619047619,0.0
8885-QSQBX,Female,0,No,1,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.55,No,0,Retained,0-12 months (New),8,High Risk,49.55,0.0
7479-NITWS,Male,0,No,7,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),631.85,Yes,1,Churned,0-12 months (New),9,High Risk,90.26428571428572,90.26428571428572
8617-ENBDS,Male,0,No,3,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),232.5,No,0,Retained,0-12 months (New),9,High Risk,77.5,0.0
9385-NXKDA,Female,0,No,72,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),5919.35,No,0,Retained,49+ months (Loyal),4,Medium Risk,82.21319444444445,0.0
0430-IHCDJ,Male,0,No,15,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,749.25,No,0,Retained,13-24 months,10,High Risk,49.95,0.0
2959-MJHIC,Male,0,No,4,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,307.4,Yes,1,Churned,0-12 months (New),11,High Risk,76.85,76.85
6674-KVJHG,Female,0,No,11,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,245.15,No,0,Retained,0-12 months (New),6,Medium Risk,22.286363636363635,0.0
1814-DKOLC,Female,0,No,5,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,134.75,No,0,Retained,0-12 months (New),6,Medium Risk,26.95,0.0
4201-JMNGR,Female,1,No,1,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,55.8,Yes,1,Churned,0-12 months (New),11,High Risk,55.8,55.8
9351-HXDMR,Male,0,No,72,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),8240.85,No,0,Retained,49+ months (Loyal),2,Low Risk,114.45625000000001,0.0
3537-HPKQT,Female,0,No,55,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),4266.4,No,0,Retained,49+ months (Loyal),7,High Risk,77.57090909090908,0.0
2129-ALKBS,Female,0,Yes,40,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,1077.5,No,0,Retained,25-48 months,6,Medium Risk,26.9375,0.0
5821-MMEIL,Female,0,No,57,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1115.6,No,0,Retained,49+ months (Loyal),1,Low Risk,19.5719298245614,0.0
5960-WPXQM,Male,0,No,1,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05,Yes,1,Churned,0-12 months (New),11,High Risk,79.05,79.05
0684-AOSIH,Male,0,No,1,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.0,Yes,1,Churned,0-12 months (New),11,High Risk,95.0,95.0
8260-NGFNY,Female,0,No,1,No,No phone service,No,No,No,No,Month-to-month,No,Mailed check,25.2,Yes,1,Churned,0-12 months (New),8,High Risk,25.2,25.2
1309-XGFSN,Male,1,Yes,52,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,4079.55,No,0,Retained,49+ months (Loyal),6,Medium Risk,78.45288461538462,0.0
1866-RZZQS,Male,1,No,41,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,4187.75,Yes,1,Churned,25-48 months,9,High Risk,102.14024390243902,102.14024390243902
6968-URWQU,Male,0,No,43,Yes,No,No,No,No,No,One year,Yes,Mailed check,2391.15,No,0,Retained,25-48 months,5,Medium Risk,55.608139534883726,0.0
4742-TXUEX,Female,0,Yes,47,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),890.5,No,0,Retained,25-48 months,0,Low Risk,18.9468085106383,0.0
9631-XEYKE,Male,0,No,3,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),137.25,No,0,Retained,0-12 months (New),8,High Risk,45.75,0.0
8631-NBHFZ,Male,1,Yes,66,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),5154.6,Yes,1,Churned,49+ months (Loyal),0,Low Risk,78.10000000000001,78.10000000000001
1335-MXCSE,Male,0,Yes,55,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),3119.9,No,0,Retained,49+ months (Loyal),1,Low Risk,56.72545454545455,0.0
8873-TMKGR,Male,0,No,29,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,529.5,No,0,Retained,25-48 months,2,Low Risk,18.25862068965517,0.0
8800-JOOCF,Female,0,Yes,12,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,966.55,No,0,Retained,0-12 months (New),10,High Risk,80.54583333333333,0.0
1469-LBJQJ,Female,0,No,66,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,6936.85,No,0,Retained,49+ months (Loyal),9,High Risk,105.10378787878788,0.0
4958-XCBDQ,Male,1,No,35,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,3496.3,Yes,1,Churned,25-48 months,9,High Risk,99.89428571428572,99.89428571428572
8337-UPOAQ,Male,1,No,10,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,914.3,Yes,1,Churned,0-12 months (New),11,High Risk,91.42999999999999,91.42999999999999
0064-YIJGF,Male,0,Yes,27,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1929.0,No,0,Retained,25-48 months,6,Medium Risk,71.44444444444444,0.0
2386-OWURY,Female,0,No,58,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5817.7,No,0,Retained,49+ months (Loyal),7,High Risk,100.3051724137931,0.0
1725-IQNIY,Male,0,No,54,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),6110.2,Yes,1,Churned,49+ months (Loyal),1,Low Risk,113.15185185185184,113.15185185185184
0310-VQXAM,Male,0,No,9,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,178.8,No,0,Retained,0-12 months (New),6,Medium Risk,19.866666666666667,0.0
6598-RFFVI,Male,0,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.3,Yes,1,Churned,0-12 months (New),4,Medium Risk,14.15,14.15
3453-RTHJQ,Male,0,No,6,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,435.0,No,0,Retained,0-12 months (New),11,High Risk,72.5,0.0
6712-OAWRH,Female,1,No,26,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2351.8,Yes,1,Churned,25-48 months,9,High Risk,90.45384615384616,90.45384615384616
6278-FEPBZ,Female,0,No,9,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,186.15,No,0,Retained,0-12 months (New),6,Medium Risk,20.683333333333334,0.0
4280-DLSHD,Male,0,No,8,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,445.85,No,0,Retained,0-12 months (New),9,High Risk,55.73125,0.0
1508-DFXCU,Male,0,No,12,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,912.0,No,0,Retained,0-12 months (New),11,High Risk,76.0,0.0
8614-VGMMV,Female,0,No,15,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,679.55,Yes,1,Churned,13-24 months,10,High Risk,45.30333333333333,45.30333333333333
7868-BGSZA,Male,0,No,43,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,3581.6,No,0,Retained,25-48 months,7,High Risk,83.29302325581395,0.0
2800-QQUSO,Male,0,No,42,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4222.95,No,0,Retained,25-48 months,7,High Risk,100.54642857142856,0.0
2930-UOTMB,Female,0,No,31,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),1994.3,Yes,1,Churned,25-48 months,4,Medium Risk,64.33225806451613,64.33225806451613
7973-DZRKH,Female,0,Yes,66,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),5930.05,No,0,Retained,49+ months (Loyal),1,Low Risk,89.84924242424243,0.0
5914-DVBWJ,Female,1,No,18,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1505.85,Yes,1,Churned,13-24 months,8,High Risk,83.65833333333333,83.65833333333333
7698-YFGEZ,Male,0,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,No,0,Retained,0-12 months (New),6,Medium Risk,20.0,0.0
